Time,Water flow [l/s]
2022-04-26T11:00:00+02:00,103.14
2022-04-26T12:00:00+02:00,103.31
2022-04-26T13:00:00+02:00,103.3
2022-04-26T14:00:00+02:00,102.95
2022-04-26T15:00:00+02:00,102.92
2022-04-26T16:00:00+02:00,102.81
2022-04-26T17:00:00+02:00,102.77
2022-04-26T18:00:00+02:00,102.66
2022-04-26T19:00:00+02:00,102.96
2022-04-26T20:00:00+02:00,103.12
2022-04-26T21:00:00+02:00,102.9
2022-04-26T22:00:00+02:00,102.8
2022-04-26T23:00:00+02:00,102.54
2022-04-27T00:00:00+02:00,101.7
2022-04-27T01:00:00+02:00,101.83
2022-04-27T02:00:00+02:00,101.6
2022-04-27T03:00:00+02:00,101.38
2022-04-27T04:00:00+02:00,101.16
2022-04-27T05:00:00+02:00,101.31
2022-04-27T06:00:00+02:00,101.95
2022-04-27T07:00:00+02:00,102.67
2022-04-27T08:00:00+02:00,102.57
2022-04-27T09:00:00+02:00,103
2022-04-27T10:00:00+02:00,103.05
2022-04-27T11:00:00+02:00,103.03
2022-04-27T12:00:00+02:00,103.03
2022-04-27T13:00:00+02:00,102.83
2022-04-27T14:00:00+02:00,102.9
2022-04-27T15:00:00+02:00,91.3
2022-04-27T16:00:00+02:00,55.76
2022-04-27T17:00:00+02:00,27.28
2022-04-27T18:00:00+02:00,24.26
2022-04-27T19:00:00+02:00,24.26
2022-04-27T20:00:00+02:00,24.25
2022-04-27T21:00:00+02:00,24.25
2022-04-27T22:00:00+02:00,24.24
2022-04-27T23:00:00+02:00,24.25
2022-04-28T00:00:00+02:00,24.25
2022-04-28T01:00:00+02:00,24.24
2022-04-28T02:00:00+02:00,24.24
2022-04-28T03:00:00+02:00,24.24
2022-04-28T04:00:00+02:00,53.2
2022-04-28T05:00:00+02:00,82.83
2022-04-28T06:00:00+02:00,95.74
2022-04-28T07:00:00+02:00,103.63
2022-04-28T08:00:00+02:00,99.22
2022-04-28T09:00:00+02:00,103.8
2022-04-28T10:00:00+02:00,103.3
2022-04-28T11:00:00+02:00,103.52
2022-04-28T12:00:00+02:00,103.47
2022-04-28T13:00:00+02:00,103.53
2022-04-28T14:00:00+02:00,103.48
2022-04-28T15:00:00+02:00,103.46
2022-04-28T16:00:00+02:00,103.5
2022-04-28T17:00:00+02:00,103.51
2022-04-28T18:00:00+02:00,103.6
2022-04-28T19:00:00+02:00,103.61
2022-04-28T20:00:00+02:00,103.43
2022-04-28T21:00:00+02:00,103.26
2022-04-28T22:00:00+02:00,103.27
2022-04-28T23:00:00+02:00,103.24
2022-04-29T00:00:00+02:00,103.18
2022-04-29T01:00:00+02:00,103.17
2022-04-29T02:00:00+02:00,102.68
2022-04-29T03:00:00+02:00,102.63
2022-04-29T04:00:00+02:00,102.36
2022-04-29T05:00:00+02:00,102.47
2022-04-29T06:00:00+02:00,102.93
2022-04-29T07:00:00+02:00,103.49
2022-04-29T08:00:00+02:00,103.2
2022-04-29T09:00:00+02:00,103.13
2022-04-29T10:00:00+02:00,103.07
2022-04-29T11:00:00+02:00,103.23
2022-04-29T12:00:00+02:00,103.56
2022-04-29T13:00:00+02:00,103.43
2022-04-29T14:00:00+02:00,103.65
2022-04-29T15:00:00+02:00,103.69
2022-04-29T16:00:00+02:00,103.47
2022-04-29T17:00:00+02:00,103.55
2022-04-29T18:00:00+02:00,103.63
2022-04-29T19:00:00+02:00,103.8
2022-04-29T20:00:00+02:00,103.99
2022-04-29T21:00:00+02:00,103.86
2022-04-29T22:00:00+02:00,103.46
2022-04-29T23:00:00+02:00,103.27
2022-04-30T00:00:00+02:00,102.99
2022-04-30T01:00:00+02:00,102.81
2022-04-30T02:00:00+02:00,102.48
2022-04-30T03:00:00+02:00,102.44
2022-04-30T04:00:00+02:00,102.27
2022-04-30T05:00:00+02:00,102.53
2022-04-30T06:00:00+02:00,102.34
2022-04-30T07:00:00+02:00,103.26
2022-04-30T08:00:00+02:00,103.42
2022-04-30T09:00:00+02:00,103.87
2022-04-30T10:00:00+02:00,103.91
2022-04-30T11:00:00+02:00,103.98
2022-04-30T12:00:00+02:00,103.95
2022-04-30T13:00:00+02:00,103.97
2022-04-30T14:00:00+02:00,104.09
2022-04-30T15:00:00+02:00,104.07
2022-04-30T16:00:00+02:00,103.92
2022-04-30T17:00:00+02:00,103.85
2022-04-30T18:00:00+02:00,103.89
2022-04-30T19:00:00+02:00,103.97
2022-04-30T20:00:00+02:00,103.69
2022-04-30T21:00:00+02:00,103.78
2022-04-30T22:00:00+02:00,103.71
2022-04-30T23:00:00+02:00,103.64
2022-05-01T00:00:00+02:00,103.55
2022-05-01T01:00:00+02:00,102.92
2022-05-01T02:00:00+02:00,102.77
2022-05-01T03:00:00+02:00,102.43
2022-05-01T04:00:00+02:00,102.18
2022-05-01T05:00:00+02:00,102.37
2022-05-01T06:00:00+02:00,102.65
2022-05-01T07:00:00+02:00,103.36
2022-05-01T08:00:00+02:00,103.62
2022-05-01T09:00:00+02:00,103.96
2022-05-01T10:00:00+02:00,104.02
2022-05-01T11:00:00+02:00,103.83
2022-05-01T12:00:00+02:00,103.71
2022-05-01T13:00:00+02:00,103.4
2022-05-01T14:00:00+02:00,103.34
2022-05-01T15:00:00+02:00,103.38
2022-05-01T16:00:00+02:00,103.29
2022-05-01T17:00:00+02:00,103.42
2022-05-01T18:00:00+02:00,103.29
2022-05-01T19:00:00+02:00,103.28
2022-05-01T20:00:00+02:00,102.98
2022-05-01T21:00:00+02:00,102.87
2022-05-01T22:00:00+02:00,102.83
2022-05-01T23:00:00+02:00,102.85
2022-05-02T00:00:00+02:00,102.58
2022-05-02T01:00:00+02:00,102.35
2022-05-02T02:00:00+02:00,102.09
2022-05-02T03:00:00+02:00,101.67
2022-05-02T04:00:00+02:00,101.49
2022-05-02T05:00:00+02:00,101.84
2022-05-02T06:00:00+02:00,102.29
2022-05-02T07:00:00+02:00,102.8
2022-05-02T08:00:00+02:00,102.68
2022-05-02T09:00:00+02:00,103.03
2022-05-02T10:00:00+02:00,103.37
2022-05-02T11:00:00+02:00,103.35
2022-05-02T12:00:00+02:00,103.28
2022-05-02T13:00:00+02:00,101.88
2022-05-02T14:00:00+02:00,101.91
2022-05-02T15:00:00+02:00,101.91
2022-05-02T16:00:00+02:00,101.86
2022-05-02T17:00:00+02:00,101.95
2022-05-02T18:00:00+02:00,102.13
2022-05-02T19:00:00+02:00,102.18
2022-05-02T20:00:00+02:00,101.85
2022-05-02T21:00:00+02:00,101.76
2022-05-02T22:00:00+02:00,101.57
2022-05-02T23:00:00+02:00,101.19
2022-05-03T00:00:00+02:00,100.9
2022-05-03T01:00:00+02:00,100.88
2022-05-03T02:00:00+02:00,100.37
2022-05-03T03:00:00+02:00,100.36
2022-05-03T04:00:00+02:00,100.24
2022-05-03T05:00:00+02:00,100.57
2022-05-03T06:00:00+02:00,101.15
2022-05-03T07:00:00+02:00,101.88
2022-05-03T08:00:00+02:00,101.81
2022-05-03T09:00:00+02:00,102.86
2022-05-03T10:00:00+02:00,103.09
2022-05-03T11:00:00+02:00,102.76
2022-05-03T12:00:00+02:00,102.93
2022-05-03T13:00:00+02:00,103.04
2022-05-03T14:00:00+02:00,102.6
2022-05-03T15:00:00+02:00,102.53
2022-05-03T16:00:00+02:00,102.35
2022-05-03T17:00:00+02:00,102.42
2022-05-03T18:00:00+02:00,102.65
2022-05-03T19:00:00+02:00,102.77
2022-05-03T20:00:00+02:00,102.64
2022-05-03T21:00:00+02:00,102.49
2022-05-03T22:00:00+02:00,102.42
2022-05-03T23:00:00+02:00,102.15
2022-05-04T00:00:00+02:00,101.74
2022-05-04T01:00:00+02:00,101.26
2022-05-04T02:00:00+02:00,100.85
2022-05-04T03:00:00+02:00,100.88
2022-05-04T04:00:00+02:00,100.72
2022-05-04T05:00:00+02:00,101.21
2022-05-04T06:00:00+02:00,102.11
2022-05-04T07:00:00+02:00,102.51
2022-05-04T08:00:00+02:00,102.41
2022-05-04T09:00:00+02:00,102.99
2022-05-04T10:00:00+02:00,102.98
2022-05-04T11:00:00+02:00,102.79
2022-05-04T12:00:00+02:00,102.88
2022-05-04T13:00:00+02:00,102.83
2022-05-04T14:00:00+02:00,102.76
2022-05-04T15:00:00+02:00,102.77
2022-05-04T16:00:00+02:00,102.79
2022-05-04T17:00:00+02:00,102.41
2022-05-04T18:00:00+02:00,102.36
2022-05-04T19:00:00+02:00,102.94
2022-05-04T20:00:00+02:00,102.81
2022-05-04T21:00:00+02:00,102.66
2022-05-04T22:00:00+02:00,102.98
2022-05-04T23:00:00+02:00,102.62
2022-05-05T00:00:00+02:00,102.45
2022-05-05T01:00:00+02:00,102.09
2022-05-05T02:00:00+02:00,101.89
2022-05-05T03:00:00+02:00,101.8
2022-05-05T04:00:00+02:00,101.42
2022-05-05T05:00:00+02:00,101.63
2022-05-05T06:00:00+02:00,102.29
2022-05-05T07:00:00+02:00,103.06
2022-05-05T08:00:00+02:00,102.92
2022-05-05T09:00:00+02:00,103.13
2022-05-05T10:00:00+02:00,103.15
2022-05-05T11:00:00+02:00,103.17
2022-05-05T12:00:00+02:00,102.79
2022-05-05T13:00:00+02:00,103.16
2022-05-05T14:00:00+02:00,103.04
2022-05-05T15:00:00+02:00,102.97
2022-05-05T16:00:00+02:00,102.68
2022-05-05T17:00:00+02:00,102.74
2022-05-05T18:00:00+02:00,102.55
2022-05-05T19:00:00+02:00,102.79
2022-05-05T20:00:00+02:00,102.87
2022-05-05T21:00:00+02:00,102.95
2022-05-05T22:00:00+02:00,102.94
2022-05-05T23:00:00+02:00,102.54
2022-05-06T00:00:00+02:00,101.83
2022-05-06T01:00:00+02:00,101.75
2022-05-06T02:00:00+02:00,101.48
2022-05-06T03:00:00+02:00,101.46
2022-05-06T04:00:00+02:00,101.37
2022-05-06T05:00:00+02:00,101.64
2022-05-06T06:00:00+02:00,101.94
2022-05-06T07:00:00+02:00,102.76
2022-05-06T08:00:00+02:00,103.08
2022-05-06T09:00:00+02:00,103.19
2022-05-06T10:00:00+02:00,103.29
2022-05-06T11:00:00+02:00,103.54
2022-05-06T12:00:00+02:00,103.68
2022-05-06T13:00:00+02:00,103.63
2022-05-06T14:00:00+02:00,103.57
2022-05-06T15:00:00+02:00,103.53
2022-05-06T16:00:00+02:00,103.5
2022-05-06T17:00:00+02:00,103.14
2022-05-06T18:00:00+02:00,103.2
2022-05-06T19:00:00+02:00,103.36
2022-05-06T20:00:00+02:00,103.17
2022-05-06T21:00:00+02:00,103.32
2022-05-06T22:00:00+02:00,103.48
2022-05-06T23:00:00+02:00,103.06
2022-05-07T00:00:00+02:00,102.35
2022-05-07T01:00:00+02:00,102.26
2022-05-07T02:00:00+02:00,102.01
2022-05-07T03:00:00+02:00,101.99
2022-05-07T04:00:00+02:00,101.82
2022-05-07T05:00:00+02:00,102.17
2022-05-07T06:00:00+02:00,102.44
2022-05-07T07:00:00+02:00,103.02
2022-05-07T08:00:00+02:00,103.12
2022-05-07T09:00:00+02:00,103.31
2022-05-07T10:00:00+02:00,103.52
2022-05-07T11:00:00+02:00,103.63
2022-05-07T12:00:00+02:00,103.54
2022-05-07T13:00:00+02:00,103.65
2022-05-07T14:00:00+02:00,103.63
2022-05-07T15:00:00+02:00,103.54
2022-05-07T16:00:00+02:00,103.56
2022-05-07T17:00:00+02:00,103.21
2022-05-07T18:00:00+02:00,103.28
2022-05-07T19:00:00+02:00,103.38
2022-05-07T20:00:00+02:00,103.15
2022-05-07T21:00:00+02:00,103.46
2022-05-07T22:00:00+02:00,103.5
2022-05-07T23:00:00+02:00,103.31
2022-05-08T00:00:00+02:00,102.69
2022-05-08T01:00:00+02:00,101.98
2022-05-08T02:00:00+02:00,101.82
2022-05-08T03:00:00+02:00,101.94
2022-05-08T04:00:00+02:00,101.83
2022-05-08T05:00:00+02:00,102.05
2022-05-08T06:00:00+02:00,102.24
2022-05-08T07:00:00+02:00,102.88
2022-05-08T08:00:00+02:00,103.15
2022-05-08T09:00:00+02:00,103.6
2022-05-08T10:00:00+02:00,103.97
2022-05-08T11:00:00+02:00,103.87
2022-05-08T12:00:00+02:00,103.67
2022-05-08T13:00:00+02:00,103.78
2022-05-08T14:00:00+02:00,103.66
2022-05-08T15:00:00+02:00,103.54
2022-05-08T16:00:00+02:00,103.38
2022-05-08T17:00:00+02:00,103
2022-05-08T18:00:00+02:00,103.08
2022-05-08T19:00:00+02:00,103.22
2022-05-08T20:00:00+02:00,103.11
2022-05-08T21:00:00+02:00,103.42
2022-05-08T22:00:00+02:00,103.43
2022-05-08T23:00:00+02:00,103.32
2022-05-09T00:00:00+02:00,103.11
2022-05-09T01:00:00+02:00,102.37
2022-05-09T02:00:00+02:00,102.22
2022-05-09T03:00:00+02:00,102.19
2022-05-09T04:00:00+02:00,102.16
2022-05-09T05:00:00+02:00,102.34
2022-05-09T06:00:00+02:00,102.86
2022-05-09T07:00:00+02:00,103.19
2022-05-09T08:00:00+02:00,103.06
2022-05-09T09:00:00+02:00,103.23
2022-05-09T10:00:00+02:00,103.53
2022-05-09T11:00:00+02:00,103.64
2022-05-09T12:00:00+02:00,103.35
2022-05-09T13:00:00+02:00,102.59
2022-05-09T14:00:00+02:00,102.63
2022-05-09T15:00:00+02:00,102.31
2022-05-09T16:00:00+02:00,102.77
2022-05-09T17:00:00+02:00,102.43
2022-05-09T18:00:00+02:00,102.46
2022-05-09T19:00:00+02:00,102.7
2022-05-09T20:00:00+02:00,102.56
2022-05-09T21:00:00+02:00,102.51
2022-05-09T22:00:00+02:00,102.52
2022-05-09T23:00:00+02:00,102.37
2022-05-10T00:00:00+02:00,102.2
2022-05-10T01:00:00+02:00,101.57
2022-05-10T02:00:00+02:00,101.24
2022-05-10T03:00:00+02:00,101.24
2022-05-10T04:00:00+02:00,101.16
2022-05-10T05:00:00+02:00,101.28
2022-05-10T06:00:00+02:00,101.98
2022-05-10T07:00:00+02:00,102.44
2022-05-10T08:00:00+02:00,102.14
2022-05-10T09:00:00+02:00,102.52
2022-05-10T10:00:00+02:00,102.51
2022-05-10T11:00:00+02:00,102.4
2022-05-10T12:00:00+02:00,102.46
2022-05-10T13:00:00+02:00,102.33
2022-05-10T20:00:00+02:00,102.42
2022-05-10T21:00:00+02:00,102.42
2022-05-10T22:00:00+02:00,102.34
2022-05-10T23:00:00+02:00,102.29
2022-05-11T22:00:00+02:00,102.83
2022-05-12T20:00:00+02:00,102.92
2022-05-12T21:00:00+02:00,102.98
2022-05-12T22:00:00+02:00,102.87
2022-05-13T14:00:00+02:00,103.7
2022-05-13T15:00:00+02:00,103.5
2022-05-13T17:00:00+02:00,103.44
2022-05-13T18:00:00+02:00,103.61
2022-05-13T19:00:00+02:00,103.7
2022-05-13T20:00:00+02:00,103.73
2022-05-13T21:00:00+02:00,103.65
2022-05-13T22:00:00+02:00,103.61
2022-05-13T23:00:00+02:00,103.34
2022-05-14T00:00:00+02:00,103.21
2022-05-14T01:00:00+02:00,103.11
2022-05-14T02:00:00+02:00,102.97
2022-05-14T03:00:00+02:00,102.73
2022-05-14T04:00:00+02:00,102.59
2022-05-14T05:00:00+02:00,102.72
2022-05-14T06:00:00+02:00,103.12
2022-05-14T07:00:00+02:00,103.57
2022-05-14T08:00:00+02:00,103.6
2022-05-14T09:00:00+02:00,103.75
2022-05-14T10:00:00+02:00,103.61
2022-05-14T11:00:00+02:00,103.63
2022-05-14T12:00:00+02:00,103.43
2022-05-14T13:00:00+02:00,103.56
2022-05-14T14:00:00+02:00,103.58
2022-05-14T15:00:00+02:00,103.68
2022-05-14T16:00:00+02:00,103.7
2022-05-14T17:00:00+02:00,103.52
2022-05-14T18:00:00+02:00,103.73
2022-05-14T19:00:00+02:00,104.07
2022-05-14T20:00:00+02:00,103.6
2022-05-14T21:00:00+02:00,103.46
2022-05-14T22:00:00+02:00,103.47
2022-05-14T23:00:00+02:00,103.21
2022-05-15T00:00:00+02:00,103.02
2022-05-15T01:00:00+02:00,102.94
2022-05-15T02:00:00+02:00,102.54
2022-05-15T03:00:00+02:00,102.45
2022-05-15T04:00:00+02:00,102.31
2022-05-15T05:00:00+02:00,102.53
2022-05-15T06:00:00+02:00,103.03
2022-05-15T07:00:00+02:00,103.37
2022-05-15T08:00:00+02:00,103.68
2022-05-15T09:00:00+02:00,103.95
2022-05-15T10:00:00+02:00,103.89
2022-05-15T11:00:00+02:00,103.89
2022-05-15T12:00:00+02:00,103.93
2022-05-15T13:00:00+02:00,103.66
2022-05-15T14:00:00+02:00,103.62
2022-05-15T15:00:00+02:00,103.68
2022-05-15T16:00:00+02:00,103.65
2022-05-15T17:00:00+02:00,103.5
2022-05-15T18:00:00+02:00,103.96
2022-05-15T19:00:00+02:00,104.13
2022-05-15T20:00:00+02:00,103.85
2022-05-15T21:00:00+02:00,103.63
2022-05-15T22:00:00+02:00,103.69
2022-05-15T23:00:00+02:00,103.57
2022-05-16T00:00:00+02:00,103.37
2022-05-16T01:00:00+02:00,103.19
2022-05-16T02:00:00+02:00,103.07
2022-05-16T03:00:00+02:00,102.84
2022-05-16T04:00:00+02:00,102.7
2022-05-16T05:00:00+02:00,102.86
2022-05-16T06:00:00+02:00,102.92
2022-05-16T07:00:00+02:00,103.78
2022-05-16T08:00:00+02:00,104.39
2022-05-16T09:00:00+02:00,104.71
2022-05-16T10:00:00+02:00,104.77
2022-05-16T11:00:00+02:00,104.69
2022-05-16T12:00:00+02:00,104.69
2022-05-16T13:00:00+02:00,104.64
2022-05-16T14:00:00+02:00,104.59
2022-05-16T15:00:00+02:00,104.62
2022-05-16T16:00:00+02:00,104.65
2022-05-16T20:00:00+02:00,104.3
2022-05-16T21:00:00+02:00,104.23
2022-05-16T22:00:00+02:00,104.1
