time,Pace,Distance
2018-07-31 18:22:28,30.88072,0.0
2018-07-31 18:22:33,24.263573,1.359811
2018-07-31 18:22:38,18.463263,9.4317665
2018-07-31 18:22:43,17.024836,21.737251
2018-07-31 18:22:48,16.23196,29.413368
2018-07-31 18:22:53,15.202815,33.033237
2018-07-31 18:22:58,14.800497,47.206825
2018-07-31 18:23:03,14.980145,54.594204
2018-07-31 18:23:08,15.13615,65.66203
2018-07-31 18:23:13,15.313029,72.62067
2018-07-31 18:23:18,15.529456,82.783005
2018-07-31 18:23:23,15.679268,90.153786
2018-07-31 18:23:28,16.08874,99.471504
2018-07-31 18:23:33,16.05695,105.68995
2018-07-31 18:23:38,15.894879,117.51915
2018-07-31 18:23:43,15.890093,124.86523
2018-07-31 18:23:48,16.034216,135.1634
2018-07-31 18:23:53,15.97364,141.67943
2018-07-31 18:23:58,15.97537,151.36435
2018-07-31 18:24:03,15.893906,157.9695
2018-07-31 18:24:08,15.624712,168.85156
2018-07-31 18:24:14,15.327867,176.23851
2018-07-31 18:24:19,15.240303,186.44371
2018-07-31 18:24:24,15.115794,197.1734
2018-07-31 18:24:29,15.12153,204.5252
2018-07-31 18:24:34,15.212914,216.3127
2018-07-31 18:24:39,15.413288,223.07104
2018-07-31 18:24:44,15.433,232.48648
2018-07-31 18:24:49,15.240205,239.34056
2018-07-31 18:24:54,14.997091,246.5893
2018-07-31 18:24:59,14.778446,257.2601
2018-07-31 18:25:04,14.468348,269.29053
2018-07-31 18:25:09,14.455152,276.53
2018-07-31 18:25:14,14.475057,283.88278
2018-07-31 18:25:19,14.561764,294.84814
2018-07-31 18:25:24,14.590518,306.47595
2018-07-31 18:25:29,14.743424,313.71375
2018-07-31 18:25:34,14.85356,323.88367
2018-07-31 18:25:39,14.849047,331.03738
2018-07-31 18:25:44,14.805563,342.45325
2018-07-31 18:25:49,14.91187,349.78226
2018-07-31 18:25:54,15.01653,360.5048
2018-07-31 18:25:59,15.034175,367.5037
2018-07-31 18:26:04,15.062735,378.64642
2018-07-31 18:26:09,15.299763,385.42584
2018-07-31 18:26:14,15.462304,396.0888
2018-07-31 18:26:19,15.693351,403.39044
2018-07-31 18:26:24,16.069674,414.014
2018-07-31 18:26:29,16.463696,419.94482
2018-07-31 18:26:34,16.4721,425.94385
2018-07-31 18:26:39,16.193403,435.6971
2018-07-31 18:26:44,15.796369,445.9136
2018-07-31 18:26:49,15.377796,453.05573
2018-07-31 18:26:54,14.981942,464.10376
2018-07-31 18:26:59,14.809194,472.0816
2018-07-31 18:27:04,14.927174,482.50696
2018-07-31 18:27:09,14.96089,485.92996
2018-07-31 18:27:14,14.901546,500.30347
2018-07-31 18:27:19,14.997012,507.0263
2018-07-31 18:27:24,14.734696,518.5981
2018-07-31 18:27:29,10.34223,526.677
2018-07-31 18:27:34,9.653576,540.1307
2018-07-31 18:27:39,9.018412,553.4159
2018-07-31 18:27:44,8.713641,573.13776
2018-07-31 18:27:49,8.509377,586.42847
2018-07-31 18:27:54,8.393981,605.41724
2018-07-31 18:27:59,8.379704,618.3198
2018-07-31 18:28:04,8.477404,637.68335
2018-07-31 18:28:09,8.601588,650.36475
2018-07-31 18:28:14,9.0436535,668.5972
2018-07-31 18:28:19,9.819266,680.436
2018-07-31 18:28:24,10.742236,698.4502
2018-07-31 18:28:29,11.613971,710.005
2018-07-31 18:28:34,13.466386,723.9969
2018-07-31 18:28:39,13.624556,725.58093
2018-07-31 18:28:44,11.829104,738.0547
2018-07-31 18:28:49,10.44089,755.21515
2018-07-31 18:28:54,10.354512,767.0371
2018-07-31 18:28:59,9.325984,778.0156
2018-07-31 18:29:04,8.731882,802.0102
2018-07-31 18:29:09,8.863832,814.5532
2018-07-31 18:29:14,8.987371,830.54004
2018-07-31 18:29:19,8.779208,843.8999
2018-07-31 18:29:24,8.968618,861.7141
2018-07-31 18:29:29,9.010071,873.68994
2018-07-31 18:29:34,8.793199,896.5923
2018-07-31 18:29:39,8.956496,905.26245
2018-07-31 18:29:44,8.797684,922.57043
2018-07-31 18:29:49,8.632159,935.9309
2018-07-31 18:29:54,8.43124,958.4111
2018-07-31 18:29:59,8.464566,970.3076
2018-07-31 18:30:04,8.40273,983.60425
2018-07-31 18:30:09,8.142392,996.1889
2018-07-31 18:30:14,7.849422,1020.22955
2018-07-31 18:30:19,7.8677683,1034.9662
2018-07-31 18:30:24,7.9426527,1053.4834
2018-07-31 18:30:29,13.076087,1065.4209
2018-07-31 18:30:34,14.425593,1076.1576
2018-07-31 18:30:39,14.727798,1082.2708
2018-07-31 18:30:44,14.715429,1092.3822
2018-07-31 18:30:49,14.605994,1100.1346
2018-07-31 18:30:54,14.525699,1112.1978
2018-07-31 18:30:59,14.100887,1119.8163
2018-07-31 18:31:04,13.858296,1132.2235
2018-07-31 18:31:09,14.083586,1139.046
2018-07-31 18:31:14,14.1947565,1151.5564
2018-07-31 18:31:19,14.766117,1160.5703
2018-07-31 18:31:24,15.841835,1170.8099
2018-07-31 18:31:29,17.02213,1174.5961
2018-07-31 18:31:34,16.9189,1182.1665
2018-07-31 18:31:39,16.749922,1188.1965
2018-07-31 18:31:44,16.101517,1199.2946
2018-07-31 18:31:49,15.488976,1206.2616
2018-07-31 18:31:54,14.485838,1218.8514
2018-07-31 18:31:59,11.372401,1226.9929
2018-07-31 18:32:04,10.757086,1239.7473
2018-07-31 18:32:09,10.205292,1249.4099
2018-07-31 18:32:14,9.649243,1265.638
2018-07-31 18:32:19,9.353252,1279.8558
2018-07-31 18:32:24,9.435988,1294.0446
2018-07-31 18:32:29,9.330235,1306.4323
2018-07-31 18:32:34,9.397469,1323.9998
2018-07-31 18:32:39,9.417041,1332.7922
2018-07-31 18:32:44,9.062779,1348.9625
2018-07-31 18:32:49,8.659347,1361.4299
2018-07-31 18:32:54,8.340745,1381.3567
2018-07-31 18:32:59,8.085152,1397.1348
2018-07-31 18:33:04,8.15246,1417.3191
2018-07-31 18:33:09,8.217652,1429.9767
2018-07-31 18:33:14,8.306676,1448.9403
2018-07-31 18:33:19,8.4471245,1460.6782
2018-07-31 18:33:24,8.482052,1477.7443
2018-07-31 18:33:29,8.327111,1492.8717
2018-07-31 18:33:34,8.450497,1511.9113
2018-07-31 18:33:39,8.515856,1524.185
2018-07-31 18:33:44,8.535171,1537.02
2018-07-31 18:33:49,8.634946,1555.045
2018-07-31 18:33:54,8.67983,1573.4336
2018-07-31 18:33:59,8.646298,1585.7925
2018-07-31 18:34:04,8.612592,1604.8567
2018-07-31 18:34:09,8.638241,1617.4973
2018-07-31 18:34:14,8.658887,1636.0171
2018-07-31 18:34:19,8.6883335,1648.5256
2018-07-31 18:34:24,8.712915,1666.6624
2018-07-31 18:34:29,8.673308,1678.3278
2018-07-31 18:34:34,8.574778,1697.2183
2018-07-31 18:34:39,8.555705,1709.4899
2018-07-31 18:34:44,8.514217,1728.6924
2018-07-31 18:34:49,8.617756,1742.1892
2018-07-31 18:34:54,8.844483,1760.2964
2018-07-31 18:34:59,9.016546,1771.646
2018-07-31 18:35:04,9.102901,1788.6328
2018-07-31 18:35:09,9.11244,1799.67
2018-07-31 18:35:14,8.971094,1817.7488
2018-07-31 18:35:19,8.850329,1829.9208
2018-07-31 18:35:24,8.706954,1849.6384
2018-07-31 18:35:29,8.649045,1862.0898
2018-07-31 18:35:34,8.631798,1880.2919
2018-07-31 18:35:39,8.606143,1892.4536
2018-07-31 18:35:44,8.551349,1911.6512
2018-07-31 18:35:49,8.580012,1924.6349
2018-07-31 18:35:54,8.629364,1942.7987
2018-07-31 18:35:59,8.511817,1956.0741
2018-07-31 18:36:04,8.531076,1975.0654
2018-07-31 18:36:09,8.899963,1985.2693
2018-07-31 18:36:14,8.927573,2003.2009
2018-07-31 18:36:19,9.039613,2018.8467
2018-07-31 18:36:24,9.630544,2038.3268
2018-07-31 18:36:29,10.404068,2040.4885
2018-07-31 18:36:34,9.637666,2059.4565
2018-07-31 18:36:39,9.612287,2072.1655
2018-07-31 18:36:44,9.62776,2089.286
2018-07-31 18:36:49,9.335969,2100.3381
2018-07-31 18:36:54,8.840388,2119.4556
2018-07-31 18:36:59,10.413513,2132.2734
2018-07-31 18:37:04,11.349165,2151.223
2018-07-31 18:37:09,12.725257,2158.1816
2018-07-31 18:37:14,13.675819,2168.528
2018-07-31 18:37:19,14.695016,2174.7146
2018-07-31 18:37:24,15.664578,2183.8936
2018-07-31 18:37:29,16.076517,2191.4788
2018-07-31 18:37:34,16.3707,2201.852
2018-07-31 18:37:39,16.486591,2207.964
2018-07-31 18:37:44,16.408466,2216.9104
2018-07-31 18:37:49,16.242502,2223.2063
2018-07-31 18:37:54,16.003738,2233.6394
2018-07-31 18:37:59,15.861638,2241.231
2018-07-31 18:38:04,16.032784,2251.437
2018-07-31 18:38:09,16.192362,2257.7507
2018-07-31 18:38:14,16.247196,2267.5684
2018-07-31 18:38:19,16.50561,2273.4443
2018-07-31 18:38:24,16.51312,2283.55
2018-07-31 18:38:29,16.302923,2290.9504
2018-07-31 18:38:34,16.318035,2301.5498
2018-07-31 18:38:39,16.55912,2307.0002
2018-07-31 18:38:44,16.308561,2314.1633
2018-07-31 18:38:49,15.933847,2321.3667
2018-07-31 18:38:54,15.803264,2331.7388
2018-07-31 18:38:59,15.571812,2338.69
2018-07-31 18:39:04,15.302731,2349.2588
2018-07-31 18:39:09,15.158028,2356.4795
2018-07-31 18:39:14,15.174444,2366.6426
2018-07-31 18:39:19,15.033393,2373.9048
2018-07-31 18:39:24,14.949718,2385.1116
2018-07-31 18:39:29,11.337233,2390.447
2018-07-31 18:39:34,10.410746,2402.8945
2018-07-31 18:39:39,9.634249,2415.9587
2018-07-31 18:39:44,9.17605,2437.7766
2018-07-31 18:39:49,9.024562,2449.9192
2018-07-31 18:39:54,8.922799,2463.9607
2018-07-31 18:39:59,8.5291395,2477.2268
2018-07-31 18:40:04,8.382673,2499.6318
2018-07-31 18:40:09,8.4175005,2512.603
2018-07-31 18:40:14,8.40656,2525.077
2018-07-31 18:40:19,8.3635645,2543.9963
2018-07-31 18:40:24,8.468541,2562.3394
2018-07-31 18:40:29,8.498194,2575.1296
2018-07-31 18:40:34,8.486796,2593.682
2018-07-31 18:40:39,8.382755,2606.6426
2018-07-31 18:40:44,8.267865,2625.4885
2018-07-31 18:40:49,8.11961,2637.875
2018-07-31 18:40:54,8.016139,2657.713
2018-07-31 18:40:59,7.930784,2672.5317
2018-07-31 18:41:04,7.980692,2692.3774
2018-07-31 18:41:09,8.125771,2706.8362
2018-07-31 18:41:14,8.489666,2723.1426
2018-07-31 18:41:19,8.533706,2736.1895
2018-07-31 18:41:24,8.706428,2754.5642
2018-07-31 18:41:29,8.808199,2767.2595
2018-07-31 18:41:34,8.940641,2786.0686
2018-07-31 18:41:39,9.082626,2797.5405
2018-07-31 18:41:44,9.265311,2816.0674
2018-07-31 18:41:49,9.50404,2827.2708
2018-07-31 18:41:54,9.703287,2843.0786
2018-07-31 18:41:59,9.795083,2853.4504
2018-07-31 18:42:04,9.78811,2869.496
2018-07-31 18:42:09,9.745486,2880.6616
2018-07-31 18:42:14,9.67283,2897.8774
2018-07-31 18:42:19,9.628835,2909.2808
2018-07-31 18:42:24,9.648561,2925.5825
2018-07-31 18:42:29,13.705442,2935.5332
2018-07-31 18:42:34,14.54696,2947.7048
2018-07-31 18:42:39,15.8094015,2952.6887
2018-07-31 18:42:44,16.2081,2961.237
2018-07-31 18:42:49,16.525286,2967.9324
2018-07-31 18:42:54,17.07554,2977.4717
2018-07-31 18:42:59,17.30219,2983.638
2018-07-31 18:43:04,17.25108,2993.0247
2018-07-31 18:43:09,17.275217,2999.4316
2018-07-31 18:43:14,17.371103,3005.0422
2018-07-31 18:43:19,16.990139,3014.483
2018-07-31 18:43:24,16.676996,3023.9744
2018-07-31 18:43:29,16.246977,3030.2114
2018-07-31 18:43:34,15.715339,3040.8118
2018-07-31 18:43:39,15.374171,3048.1
2018-07-31 18:43:44,15.195231,3058.956
2018-07-31 18:43:49,15.11866,3066.08
2018-07-31 18:43:54,15.150787,3076.35
2018-07-31 18:44:04,9.869611,3093.032
2018-07-31 18:44:09,9.164988,3105.1023
2018-07-31 18:44:14,8.857303,3124.634
2018-07-31 18:44:19,8.687903,3136.368
2018-07-31 18:44:24,8.33667,3160.2915
2018-07-31 18:44:29,8.679532,3169.2136
2018-07-31 18:44:34,8.586673,3184.7808
2018-07-31 18:44:39,8.485779,3198.159
2018-07-31 18:44:44,8.507071,3216.764
2018-07-31 18:44:49,8.540801,3222.5576
2018-07-31 18:44:54,8.40044,3248.6929
2018-07-31 18:44:59,8.601839,3263.2058
2018-07-31 18:45:04,8.97599,3281.1506
2018-07-31 18:45:09,9.247736,3292.0564
2018-07-31 18:45:14,9.562655,3305.3313
2018-07-31 18:45:19,9.671628,3315.2876
2018-07-31 18:45:24,9.5369835,3335.069
2018-07-31 18:45:29,9.687525,3347.9778
2018-07-31 18:45:34,10.055401,3363.492
2018-07-31 18:45:39,10.4484215,3371.9456
2018-07-31 18:45:44,10.682977,3386.868
2018-07-31 18:45:49,11.258148,3396.2832
2018-07-31 18:45:54,11.584927,3410.901
2018-07-31 18:45:59,11.759719,3420.398
2018-07-31 18:46:04,11.677523,3434.3052
2018-07-31 18:46:09,11.582808,3440.0403
2018-07-31 18:46:14,10.716594,3452.7644
2018-07-31 18:46:19,10.086196,3462.9592
2018-07-31 18:46:24,9.42969,3482.3384
2018-07-31 18:46:29,9.265797,3495.4824
2018-07-31 18:46:34,9.376595,3511.8057
2018-07-31 18:46:39,9.639527,3523.7725
2018-07-31 18:46:44,10.192953,3538.98
2018-07-31 18:46:49,10.815586,3548.1475
2018-07-31 18:46:54,11.229753,3561.9382
2018-07-31 18:46:59,11.54462,3570.9275
2018-07-31 18:47:04,11.787541,3584.4827
2018-07-31 18:47:09,11.928571,3592.9258
2018-07-31 18:47:14,11.869859,3607.0613
2018-07-31 18:47:19,11.882327,3616.48
2018-07-31 18:47:24,11.910965,3630.0767
2018-07-31 18:47:29,11.7279625,3639.0288
2018-07-31 18:47:34,11.498612,3653.2068
2018-07-31 18:47:39,11.254544,3662.8882
2018-07-31 18:47:44,11.017473,3678.3035
2018-07-31 18:47:49,10.843662,3687.4429
2018-07-31 18:47:54,10.52716,3703.312
2018-07-31 18:47:59,10.357214,3713.693
2018-07-31 18:48:04,10.178923,3728.5552
2018-07-31 18:48:09,9.842045,3739.9775
2018-07-31 18:48:14,9.622363,3756.9165
2018-07-31 18:48:19,9.460677,3767.8699
2018-07-31 18:48:24,9.236053,3785.6807
2018-07-31 18:48:29,9.101948,3797.8755
2018-07-31 18:48:34,9.081958,3815.369
2018-07-31 18:48:39,9.058725,3826.88
2018-07-31 18:48:44,9.010119,3844.6597
2018-07-31 18:48:49,9.00079,3850.898
2018-07-31 18:48:54,9.077096,3875.5974
2018-07-31 18:49:04,17.685408,3899.2031
2018-07-31 18:49:09,18.740551,3903.7417
2018-07-31 18:49:14,18.5154,3909.7134
2018-07-31 18:49:19,18.665668,3917.5303
2018-07-31 18:49:24,18.359777,3926.7139
2018-07-31 18:49:29,18.390158,3932.5164
2018-07-31 18:49:34,18.134947,3941.5098
2018-07-31 18:49:39,18.127895,3947.3684
2018-07-31 18:49:44,18.032665,3956.5823
2018-07-31 18:49:49,18.224157,3962.27
2018-07-31 18:49:54,18.29166,3971.0295
2018-07-31 18:49:59,18.350983,3977.0403
2018-07-31 18:50:04,18.488039,3986.1807
2018-07-31 18:50:09,18.727152,3991.6594
2018-07-31 18:50:14,18.732328,4000.1306
2018-07-31 18:50:19,18.623032,4006.002
2018-07-31 18:50:24,18.548368,4014.4905
2018-07-31 18:50:29,18.269148,4020.3342
2018-07-31 18:50:34,17.871569,4029.467
2018-07-31 18:50:39,17.530573,4035.5527
2018-07-31 18:50:44,17.208494,4044.9624
2018-07-31 18:50:49,16.998932,4051.017
2018-07-31 18:50:54,16.74051,4061.1567
2018-07-31 18:50:59,16.866732,4067.7537
2018-07-31 18:51:04,17.154394,4077.3933
2018-07-31 18:51:09,17.536896,4083.654
2018-07-31 18:51:14,18.025955,4093.1663
2018-07-31 18:51:19,18.634417,4098.38
2018-07-31 18:51:24,18.87902,4106.6987
2018-07-31 18:51:29,18.9923,4112.2554
2018-07-31 18:51:34,18.892483,4120.9873
2018-07-31 18:51:39,18.703838,4126.7866
2018-07-31 18:51:44,18.514008,4134.927
2018-07-31 18:51:49,18.210003,4140.9307
2018-07-31 18:51:54,18.040684,4150.2686
2018-07-31 18:51:59,18.044447,4156.226
2018-07-31 18:52:04,18.031755,4165.414
2018-07-31 18:52:09,18.037712,4171.371
2018-07-31 18:52:14,18.111935,4179.881
2018-07-31 18:52:19,18.019709,4185.8257
2018-07-31 18:52:24,17.921925,4194.979
2018-07-31 18:52:29,17.83535,4198.126
2018-07-31 18:52:34,17.738611,4210.39
2018-07-31 18:52:39,17.668995,4216.4395
2018-07-31 18:52:44,17.598131,4225.2563
2018-07-31 18:52:49,17.440023,4231.249
2018-07-31 18:52:54,17.242134,4240.867
2018-07-31 18:52:59,17.198044,4247.0103
2018-07-31 18:53:04,17.086626,4256.2544
2018-07-31 18:53:09,17.098953,4262.862
2018-07-31 18:53:14,17.2969,4271.93
2018-07-31 18:53:19,17.441893,4277.904
2018-07-31 18:53:24,17.505232,4287.1055
2018-07-31 18:53:29,17.562067,4293.1704
2018-07-31 18:53:34,17.544401,4302.615
2018-07-31 18:53:39,17.55694,4308.473
2018-07-31 18:53:44,17.44944,4317.539
2018-07-31 18:53:49,17.297058,4324.108
2018-07-31 18:53:55,17.3851,4333.266
